,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
33,Azerbaijan,Yargı 89. Bölüm,Entertainment,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
34,Azerbaijan,Kirli Sepeti 26. Bölüm,Entertainment,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
35,Azerbaijan,"Kızılcık Şerbeti 59. Bölüm 2. Fragman | ""Şimdi ben gittim, beter olmuşlar!""",Entertainment,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
36,Azerbaijan,Yalı Çapkını 65. Bölüm,Entertainment,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
37,Azerbaijan,Gaddar 12. Bölüm,Entertainment,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
38,Belarus,"Найди Предателя В Толпе - Получи 100.000 ₽ (Кореш, ФрамеТамер, Парадеич, Кокошка) Шериф VS Бандит",Entertainment,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
39,Belarus,"НОВЫЙ AMONG US в РЕАЛЬНОЙ ЖИЗНИ! Масленников, Егорик, Дилара, Гаврилина, Tenderlybae, Адушкина",Entertainment,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
40,Belarus,ISSEI funny story 😂😂😂Strange World 🌏 Green,Entertainment,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
41,Bulgaria,НАСИ СВЕЖ СРЕЩУ МОМИЧЕТА,Entertainment,3.5,Bulgaria,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42,Bulgaria,ISSEI funny story 😂😂😂Strange World 🌏 Green,Entertainment,3.5,Bulgaria,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
